PC1,PC2
-2.398534839311978,0.6933107883229553
-0.9769437971073285,-0.14271894427071677
0.2531999952650226,-0.8608243458263827
10.595251163283232,2.8866630633649977
7.393696125123584,1.107889381907785
-0.03268652169413735,-0.6792794089632203
-1.2714847693843316,0.4121748932642926
-0.9559467185318998,-0.4335757301036974
-2.102831301383795,0.5145154695452816
-0.7566198796670858,-0.27932600710069727
-2.9950502869042808,1.1752342560105924
-1.306439074094365,0.026980511232380225
0.33059266476557125,-0.7771608737377689
1.4297930175785303,-1.093651449504819
5.921434433748026,-0.30827583787514423
0.6641047069655255,-1.3441262801928306
3.1590203972386552,-1.6447009494810072
-2.5853045512591164,0.8715258374167247
-2.8159501987935784,1.0256192652872793
-1.2354309876630805,-0.15894177235496854
-2.234254084267384,0.4792843174654106
0.3212630956473556,-0.8133892652232604
2.538438682843754,-1.6175699825169718
-0.8576307368712652,-0.3426257747215809
1.8417193361722457,-0.3607914754714435
-1.4649433380701742,-0.1741897866005643
-1.7836346419505218,0.5138524357557777
0.3762045412470158,-0.21384258441954934
-0.3995303411456471,-0.44342235932621377
-1.9962355489848211,0.3181458053323316
2.2792996748521697,-1.430769676516725
-2.591281999961324,1.07381373229192
-1.3820388376701744,0.23618441760765288
-2.3339649052514404,0.7612151132541789
-2.6272804747629563,1.022773216148003
